used_id,tags, HomeTheater, RemoteControls, Accessories&Peripherals, HDMICables, USBCables, SmartTelevisions, WirelessUSBAdapters,Electronics, Cables&Accessories, NetworkAdapters,Computers&Accessories, Televisions, StandardTelevisions,TV&Video,Stands&Turntables, TVMounts, NetworkingDevices, Cables, Accessories, TVWall&CeilingMounts
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG5HTSFRRE6NL3M5SGCUQBP7YSCA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH725ST5NW2Y4JZPKUNTIJCUK2BA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHV3TXIFCJPMS4D5JATCEUR266MQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGWIGDEMFIIUAOXYY2QATNBSUGHA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGAKDNBHY2FKX7I4ACRGILU7QL7A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFNWJUWJRHCC6HN52KMG5AKZY37Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AFY5TVFOMVHGBPBTIJODYDQRZM5Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AE3O6366WGEQAANKJ76QETTUQQTQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AEQIJCPWSBCDKUO5VROXXHWX3PPA,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AH77IQRYD54XCRMCO7XEAIAYCLPA,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AGUAYQHARAKR2VZTRP276KAGETKQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFKTST2773VUOKUHE7FCR6QCAURQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEGLHOQOWUUUQEDV6EWXTSHIUE7A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEHQYGI5L4FFALBMC5XMT5KXSZCA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AE642RIGZIT2VPQJOLNUZ34QVWJQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFLHNKQH5UQZU3ATISKSMRE2KEDQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF2L4MCRCIDOOREQJN7QPQ4QBZCA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGKLZ4SUHAU47KJXDVHBBEWJODUA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHESCOYXLCXB56F4JO45X4CZQCYA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGGHDE6KFZHEDUDJBD5R27AYMEWA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGSGSRTEZBQY64WO2HKQTV7TWFSA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEYD5HVYAJ23CR6PTWOOIKUOIDHA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFRMNW6TDHDZBP2UHF2K3MEAEYUA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHICHCW6EC3BNV2IDAEAJPBG4HZQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGWFKE7RNP6EVC4JFLFSL76EEVVQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGEOQQHGNELZNEUKJAJUA7NTPBLA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHEVOQADJSSRX7DS325HSFLMP7VQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHUJZOV34DFEN55QQ5XOYKVKHV6Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AELX4DI77ZHURZTDLYFU7XMP7R6Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AE2ODWBBOBD2SITDDIEJ644OSRFQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGGRC2P6M43GDEWCAHGYAILCSKTQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AECPFYFQVRUWC3KGNLJIOREFP5LQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGYYVPDD7YG7FYNBXNGXZJT525AQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEPSWFPNECKO34PUC7I56ITGXR6Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHWVEHR5DYLVFTO2KF3IZATFQSWQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH4QT33M55677I7ISQOAKEQWACYQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFLIHOX2HH7S2OJAD63UAHKMY34Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEHBE4U3HD6G2TMSHKE7TNZYOWCA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFHKIURZM4R62UEXTOCZLI2FPQ6A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEW6K4E5A4RUWRFFUDINQE5WWBSQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG4LMDCRAAKD4U2FZ6B6N75KTHXA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHBNKB74LGTYUOKPAJBSKNFV45CA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFIECTV45ADX5YPTE2VU6ORRHTGQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFDUJI7KG7VMZF4JGJHV4DBCA4OA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AEM2Y22BKLFYL5BK7SC56Q75ODOQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFCEDQXVCB4LUUBWXRJS6KRU62FQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFNYIBWKJLJQKY4BGK77ZOTVMORA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFCTNNMP2LZLY5466YJ5AY3JE5ZA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFBZMRHC4GXUU7KNAK4OBKORDF6Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHSIQL276K7X2UP72QOOOWNVRSXA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF3D6X5NQWOBOEVVH2Y37N55AKZQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFWOTSQXCQJLZ653Y7ACEZADKGYQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEO5FHWNOSFBT554DKQAG4ICBGFQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AFD53TWXXCPJAYQJ7REZPW34AKKQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AHBMHE56M3IAD7Z4KXUKREAZX3WQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AFR4YULNFZZC5DJOWH2KNFAOM6BQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AEP5UMK4KDMGZGBHBLZDB2R37OMA,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AHLKQWAPXICPCSCIPIF6C6FOENOQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AHTBS46SCEBGWK4SUH3FOQEORR3Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFZPH7ZAWX5VDY3HOBNYRDGIDBVA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFURD6VVHRG4HZ36KXGXYUTVUDLA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHJF5BZJNDLXJXSW74ZPLHGO7GUA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFUS52CHEA75E2YGQ6SYGP3PKBGA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGS3YC22FW2PCSH3I7ODDXETZ6BA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGGI2H2AGOIX6IBDJRWULYUP5DPQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AG4TU4LCQXF2XTLMMGMFTNWL3OOA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AE55KTFVNXYFD5FPYWP2OUPEYNPQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHMGAC6QM62UXNEOCZIHLHSXPP2Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEAMIR3CMSA32IDEINSJKHRNANTA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF355FTXYAKFH5NYPRTE7SL3WO3Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG5DWPD54QGSLWJ6QUFERLPNAX4Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
